LipidMaps	HMDB
LMGL02010213	HMDB0007320
LMGL02010240	HMDB0007379
LMGL02010269	HMDB0007497
LMGL03010149	HMDB0110609
LMGL03010175	HMDB0064478
LMGL03010509	HMDB0066833
LMGL03010788	HMDB0050380
LMGL03011016	HMDB05458
LMGL03011924	HMDB0051718
LMGL03012414	HMDB0054477
LMGL03012677	HMDB0064522
LMGL03012767	HMDB0109989
LMGL03012797	HMDB0110037
LMGL03014487	HMDB0067722
LMGL03010690	HMDB0069064
LMGL03010205	HMDB05368
LMGL03010017	HMDB05359
LMGL03010043	HMDB05377
LMGL03010943	HMDB05408
LMGL03011850	HMDB0046737
LMGL03011916	HMDB0046912
LMGL03011621	HMDB0053869
LMGL03012726	HMDB0103794
LMGL03012815	HMDB0044030
LMGL03012842	HMDB0042995
LMGL03013074	HMDB0046392
LMGL03013586	HMDB0067147
LMGL03013732	HMDB0104047
LMGL03013680	HMDB0108251
LMGL02010087	HMDB0093680
LMGL02010157	HMDB0007174
LMGL02010163	HMDB0007428
LMGL02010229	HMDB0007435
LMGL02010236	HMDB0007521
LMGL03010018	HMDB05376
LMGL03010114	HMDB05378
LMGL02010061	HMDB0007138
LMGL03010400	HMDB05441
LMGL03010287	HMDB05411
LMGL03010526	HMDB10418
LMGL03010929	HMDB0050521
LMGL03010969	HMDB0046636
LMGL03011334	HMDB0068494
LMGL03010785	HMDB0045600
LMGL03011425	HMDB0051486
LMGL03011488	HMDB0046716
LMGL03011528	HMDB0054849
LMGL03011562	HMDB0046741
LMGL03011633	HMDB0068157
LMGL03011988	HMDB0051719
LMGL02010325	HMDB0007038
LMGL02010503	HMDB0007332
LMGL02010505	HMDB0007335
LMGL03012700	HMDB0108085
LMGL03013790	HMDB0108547
LMGL03014355	HMDB0068421
LMGL03010002	HMDB0005393
LMGL02010208	HMDB0007491
LMGL02010239	HMDB0007407
LMGL02010275	HMDB0007526
LMGL03010041	HMDB0108722
LMGL03010538	HMDB05460
LMGL03010760	HMDB0067749
LMGL03010786	HMDB0064167
LMGL03011163	HMDB05413
LMGL03011305	HMDB10468
LMGL03011460	HMDB10495
LMGL03011032	HMDB0067228
LMGL03012126	HMDB0054687
LMGL03012745	HMDB0064603
LMGL03012754	HMDB0101566
LMGL03013389	HMDB0067614
LMGL03014186	HMDB0065633
LMGL03014280	HMDB0110427
LMGL02010077	HMDB0007141
LMGL02010188	HMDB0007404
LMGL02010197	HMDB0007489
LMGL02010216	HMDB0007179
LMGL02010226	HMDB0007578
LMGL02010048	HMDB0007108
LMGL03010257	HMDB0110337
LMGL03010069	HMDB0108596
LMGL03010093	HMDB0110457
LMGL03010532	HMDB0046081
LMGL03011773	HMDB0066526
LMGL03011042	HMDB0046641
LMGL03011090	HMDB05471
LMGL03011375	HMDB10494
LMGL03011840	HMDB0005478
LMGL03011885	HMDB0054804
LMGL03012206	HMDB0031090
LMGL03012044	HMDB0046745
LMGL02010445	HMDB0007088
LMGL03013090	HMDB0050769
LMGL03013091	HMDB0053583
LMGL03013287	HMDB0066198
LMGL03013380	HMDB0110397
LMGL03013560	HMDB0068972
LMGL03013686	HMDB0109980
LMGL03014109	HMDB0068396
LMGL03014346	HMDB0110589
LMGL02010009	HMDB0007098
LMGL02010154	HMDB0007317
LMGL02010228	HMDB0007492
LMGL02010243	HMDB0094367
LMGL03010044	HMDB05362
LMGL02010114	HMDB0093862
LMGL03010672	HMDB05443
LMGL03011340	HMDB0046374
LMGL03011498	HMDB0051699
LMGL03011873	HMDB0054534
LMGL03012300	HMDB0051506
LMGL02010519	HMDB0007350
LMGL02010493	HMDB0007291
LMGL03012864	HMDB0046383
LMGL03013068	HMDB0050514
LMGL03013216	HMDB0108240
LMGL03013281	HMDB0064231
LMGL03013644	HMDB0069009
LMGL03013920	HMDB0068775
LMGL03014024	HMDB0066589
LMGL02010117	HMDB0007368
LMGL02010138	HMDB0007118
LMGL02010189	HMDB0094203
LMGL02010261	HMDB0007523
LMGL03010552	HMDB05373
LMGL03010163	HMDB05446
LMGL03010427	HMDB05409
LMGL03010459	HMDB0068656
LMGL03010420	HMDB10490
LMGL03010716	HMDB0031107
LMGL03010874	HMDB05401
LMGL03010884	HMDB10493
LMGL03010933	HMDB0053322
LMGL03011011	HMDB0053706
LMGL03012048	HMDB0051854
LMGL03012060	HMDB0054394
LMGL03012559	HMDB0054541
LMGL02010475	HMDB0007273
LMGL03012776	HMDB0068788
LMGL03012792	HMDB0062639
LMGL03012693	HMDB0101304
LMGL03013177	HMDB0099433
LMGL03013200	HMDB0066075
LMGL03013323	HMDB0106296
LMGL03014460	HMDB0067807
LMGL03010007	HMDB0108536
LMGL02010099	HMDB0007253
LMGL02010128	HMDB0007369
LMGL02010150	HMDB0007120
LMGL02010168	HMDB0007260
LMGL03010412	HMDB0068292
LMGL03010429	HMDB05386
LMGL03010722	HMDB0050749
LMGL03010825	HMDB0068385
LMGL03011250	HMDB0067019
LMGL03011415	HMDB0046549
LMGL03011424	HMDB0051597
LMGL03011711	HMDB0046687
LMGL03011981	HMDB0046918
LMGL03012102	HMDB0046920
LMGL02010486	HMDB0007283
LMGL03012715	HMDB0068567
LMGL03012820	HMDB0044861
LMGL03012739	HMDB0064415
LMGL03013270	HMDB0106038
LMGL03013751	HMDB0065023
LMGL03014282	HMDB0062989
LMGL02010070	HMDB0007112
LMGL02010078	HMDB0007114
LMGL02010107	HMDB0094081
LMGL02010161	HMDB0007149
LMGL02010187	HMDB0007431
LMGL02010053	HMDB0093832
LMGL02010306	HMDB0007788
LMGL03010141	HMDB05390
LMGL03010424	HMDB0063729
LMGL03010755	HMDB0068696
LMGL03010689	HMDB0067244
LMGL03011236	HMDB0053874
LMGL03011041	HMDB0046836
LMGL03011389	HMDB10465
LMGL03011781	HMDB0046712
LMGL03011851	HMDB0046718
LMGL03012637	HMDB0107940
LMGL03013109	HMDB0054226
LMGL03013181	HMDB0103734
LMGL03013279	HMDB0110097
LMGL03013673	HMDB0101553
LMGL02010115	HMDB0007145
LMGL02010256	HMDB0007410
LMGL02010289	HMDB0007613
LMGL02010023	HMDB0007129
LMGL03010428	HMDB0045743
LMGL03011239	HMDB05463
LMGL03011317	HMDB0054214
LMGL03011341	HMDB0067862
LMGL03011917	HMDB0046743
LMGL03012043	HMDB0046919
LMGL03012420	HMDB0054690
LMGL03012662	HMDB0101133
LMGL03012849	HMDB0044753
LMGL03013098	HMDB0054585
LMGL03012872	HMDB0104077
LMGL03013854	HMDB0068631
LMGL03014180	HMDB0063808
LMGL02010086	HMDB0007143
LMGL02010220	HMDB0007406
LMGL03010252	HMDB05405
LMGL03010801	HMDB05392
LMGL03011006	HMDB0053413
LMGL03011079	HMDB05418
LMGL03011221	HMDB10467
LMGL03012609	HMDB10554
LMGL02010449	HMDB0007092
LMGL03012621	HMDB0042989
LMGL02010515	HMDB0007347
LMGL03013288	HMDB0068190
LMGL03013230	HMDB0065215
LMGL03013695	HMDB0067951
LMGL03014459	HMDB0066775
LMGL03014486	HMDB0066874
LMGL03014544	HMDB0067780
LMGL02010097	HMDB0094073
LMGL03010118	HMDB05438
LMGL03010216	HMDB0065998
LMGL03010232	HMDB0063278
LMGL02010175	HMDB0007430
LMGL03011316	HMDB05476
LMGL03011416	HMDB0067606
LMGL03011390	HMDB0053485
LMGL03011979	HMDB0068970
LMGL03012618	HMDB0011188
LMGL03012615	HMDB0029592
LMGL02010474	HMDB0007272
LMGL03012623	HMDB0053069
LMGL03012628	HMDB0099305
LMGL03012737	HMDB0109899
LMGL03013179	HMDB0101278
LMGL03013211	HMDB0103906
LMGL03013675	HMDB0103917
LMGL03014354	HMDB0067539
LMGL02010111	HMDB0007170
LMGL02010165	HMDB0007373
LMGL02010200	HMDB0007376
LMGL02010110	HMDB0007227
LMGL02010264	HMDB0007411
LMGL03010031	HMDB0031106
LMGL03010036	HMDB05374
LMGL02010263	HMDB0007439
LMGL02010293	HMDB0007642
LMGL03010960	HMDB0067450
LMGL03011635	HMDB0046916
LMGL03011487	HMDB0046736
LMGL03012210	HMDB0051498
LMGL03012617	HMDB0000548
LMGL03012619	HMDB0031110
LMGL03012684	HMDB0068559
LMGL02010448	HMDB0007091
LMGL02010506	HMDB0007337
LMGL02010511	HMDB0007343
LMGL03012697	HMDB0105614
LMGL03012695	HMDB0103751
LMGL03013201	HMDB0068321
LMGL03013268	HMDB0104030
LMGL02010245	HMDB0007522
LMGL02010271	HMDB0007638
LMGL03010130	HMDB0110474
LMGL03010447	HMDB05447
LMGL03010472	HMDB0110637
LMGL03011166	HMDB0054137
LMGL03011183	HMDB0068569
LMGL03011339	HMDB0046541
LMGL03011491	HMDB0067691
LMGL03011817	HMDB0054795
LMGL02010479	HMDB0007274
LMGL03012660	HMDB0099325
LMGL03013333	HMDB0063701
LMGL03013339	HMDB0066307
LMGL03013374	HMDB0108662
LMGL03013455	HMDB0068377
LMGL03014167	HMDB0104060
LMGL02010204	HMDB0007234
LMGL02010211	HMDB0007377
LMGL02010268	HMDB0007524
LMGL03010484	HMDB05454
LMGL02010298	HMDB0007698
LMGL03010052	HMDB05433
LMGL03010741	HMDB05462
LMGL03010751	HMDB0066856
LMGL03011156	HMDB0005464
LMGL03012791	HMDB0108300
LMGL03012828	HMDB0045662
LMGL03012920	HMDB0067927
LMGL02010499	HMDB0007331
LMGL03013049	HMDB0045905
LMGL03013107	HMDB0053492
LMGL03013194	HMDB0064414
LMGL03013382	HMDB0063880
LMGL03015132	HMDB0063339
LMGL03014187	HMDB0067920
LMGL03013787	HMDB0106313
LMGL02010140	HMDB0007370
LMGL02010177	HMDB0007375
LMGL03010082	HMDB0044754
LMGL03010217	HMDB05403
LMGL02010133	HMDB0093971
LMGL03010531	HMDB0063074
LMGL03010545	HMDB10461
LMGL03010684	HMDB0067000
LMGL03010615	HMDB05406
LMGL03011110	HMDB0046734
LMGL03011243	HMDB05416
LMGL03011560	HMDB0069209
LMGL03011666	HMDB0054454
LMGL03011444	HMDB0054574
LMGL03011858	HMDB0051701
LMGL03012438	HMDB0051629
LMGL02010495	HMDB0007292
LMGL02010520	HMDB0007352
LMGL03012627	HMDB0096761
LMGL03012799	HMDB0063900
LMGL03012913	HMDB0063986
LMGL03012706	HMDB0109814
LMGL03013331	HMDB0110269
LMGL03014240	HMDB0067936
LMGL02010073	HMDB0007165
LMGL02010081	HMDB0007223
LMGL03010154	HMDB0063018
LMGL03010201	HMDB05381
LMGL03010214	HMDB05436
LMGL03010268	HMDB05439
LMGL02010063	HMDB0007248
LMGL03010434	HMDB05404
LMGL03010717	HMDB0045592
LMGL03010734	HMDB10492
LMGL03010407	HMDB0067085
LMGL03010898	HMDB0046511
LMGL03011100	HMDB0066248
LMGL03011184	HMDB0046909
LMGL03011489	HMDB0046699
LMGL03011853	HMDB0051495
LMGL03011918	HMDB0046719
LMGL03011914	HMDB0067883
LMGL03012589	HMDB0054829
LMGL03012728	HMDB0105704
LMGL03012877	HMDB0108413
LMGL03012885	HMDB0064544
LMGL03012900	HMDB0104090
LMGL03013688	HMDB0063579
LMGL03013913	HMDB0063818
LMGL01010032	HMDB0011578
LMGL02010210	HMDB0007405
LMGL02010233	HMDB0007323
LMGL02010295	HMDB0007669
LMGL03010160	HMDB05363
LMGL03010096	HMDB05361
LMGL03010512	HMDB0046334
LMGL03010527	HMDB0055309
LMGL03010569	HMDB0046509
LMGL03011040	HMDB0068667
LMGL03011349	HMDB0051478
LMGL03011499	HMDB0051605
LMGL03011708	HMDB0046924
LMGL03011716	HMDB0051741
LMGL03012178	HMDB0054759
LMGL03013096	HMDB0046875
LMGL03013213	HMDB0105846
LMGL03014172	HMDB0108396
LMGL03014288	HMDB0066429
LMGL03014348	HMDB0063991
LMGL02010120	HMDB0007256
LMGL02010142	HMDB0007315
LMGL02010258	HMDB0007608
LMGL02010065	HMDB0093957
LMGL03010430	HMDB05428
LMGL03010719	HMDB05407
LMGL03011396	HMDB05465
LMGL03011561	HMDB0046911
LMGL03011622	HMDB05466
LMGL03012374	HMDB10532
LMGL02010482	HMDB0007279
LMGL03012620	HMDB0047885
LMGL02010332	HMDB0093075
LMGL02010480	HMDB0007276
LMGL03012788	HMDB0105923
LMGL02010156	HMDB0007231
LMGL02010037	HMDB0007158
LMGL02010190	HMDB0094101
LMGL02010242	HMDB0007324
LMGL02010254	HMDB0007494
LMGL02010283	HMDB0007639
LMGL03010020	HMDB0005432
LMGL03010122	HMDB05425
LMGL02010182	HMDB0007175
LMGL03010748	HMDB10464
LMGL03010869	HMDB0053934
LMGL03010946	HMDB0054269
LMGL03010964	HMDB0046684
LMGL03011241	HMDB0054203
LMGL03011572	HMDB0051707
LMGL03011593	HMDB0054384
LMGL03012691	HMDB0099450
LMGL03012746	HMDB0068400
LMGL03012758	HMDB0105876
LMGL03013106	HMDB0050522
LMGL03012874	HMDB0106109
LMGL03013209	HMDB0101536
LMGL03013231	HMDB0068866
LMGL03014231	HMDB0110289
LMGL02010139	HMDB0007398
LMGL02010178	HMDB0094089
LMGL02010217	HMDB0007520
LMGL02010276	HMDB0007498
LMGL03010095	HMDB05375
LMGL03010691	HMDB0046834
LMGL03010720	HMDB05450
LMGL03010894	HMDB0068992
LMGL03011275	HMDB0051809
LMGL03011333	HMDB0046384
LMGL03011748	HMDB0054741
LMGL03012155	HMDB0046394
LMGL03012605	HMDB0055885
LMGL02010496	HMDB0007294
LMGL02010487	HMDB0007285
LMGL02010047	HMDB0007136
LMGL02010049	HMDB0007218
LMGL02010105	HMDB0007144
LMGL02010143	HMDB0007259
LMGL02010255	HMDB0007437
LMGL02010301	HMDB0007700
LMGL03010080	HMDB0063491
LMGL03010331	HMDB0110499
LMGL03010483	HMDB05410
LMGL03011257	HMDB0067101
LMGL03012107	HMDB0051737
LMGL02010508	HMDB0007339
LMGL02010512	HMDB0007344
LMGL03012761	HMDB0108260
LMGL02010497	HMDB0007295
LMGL03013056	HMDB0046667
LMGL03013273	HMDB0108366
LMGL03013559	HMDB0066621
LMGL03013340	HMDB0067687
LMGL03014169	HMDB0106083
LMGL03014593	HMDB0046283
LMGL02010194	HMDB0007176
LMGL02010248	HMDB0007408
LMGL02010031	HMDB0007132
LMGL03010023	HMDB0106373
LMGL03010113	HMDB0045689
LMGL03010870	HMDB05448
LMGL03011017	HMDB05469
LMGL03011408	HMDB0066573
LMGL03012298	HMDB0069163
LMGL03011676	HMDB0054678
LMGL03011920	HMDB0051503
LMGL03012116	HMDB0054474
LMGL02010447	HMDB0007089
LMGL03012632	HMDB0103606
LMGL03012651	HMDB0065129
LMGL03012905	HMDB0108456
LMGL03012756	HMDB0103926
LMGL03014233	HMDB0063117
LMGL01010033	HMDB0011538
LMGL02010096	HMDB0007115
LMGL02010265	HMDB0007609
LMGL03010060	HMDB0108739
LMGL03010098	HMDB0108752
LMGL03010188	HMDB05395
LMGL02010247	HMDB0007436
LMGL03010533	HMDB0045878
LMGL03010818	HMDB0067077
LMGL03010824	HMDB0046359
LMGL03010622	HMDB0066485
LMGL03011114	HMDB0068134
LMGL03011332	HMDB0067009
LMGL03011413	HMDB0046711
LMGL03011847	HMDB0046399
LMGL03011983	HMDB0051639
LMGL03012467	HMDB0054547
LMGL02010176	HMDB0007402
LMGL02010186	HMDB0007488
LMGL02010032	HMDB0007105
LMGL03010101	HMDB05423
LMGL03010112	HMDB0063700
LMGL03010234	HMDB05383
LMGL02010286	HMDB0007585
LMGL03010478	HMDB0045873
LMGL03010808	HMDB05475
LMGL03011085	HMDB0053790
LMGL03011116	HMDB0046841
LMGL03011124	HMDB0051665
LMGL03011782	HMDB0046693
LMGL03011843	HMDB0067261
LMGL03011571	HMDB0051716
LMGL03011848	HMDB0069244
LMGL03012731	HMDB0108158
LMGL02010509	HMDB0007340
LMGL03012835	HMDB0046433
LMGL03013093	HMDB0054281
LMGL03013388	HMDB0065748
LMGL03014178	HMDB0110127
LMGL03014225	HMDB0108556
LMGL03014578	HMDB0044699
LMGL02010042	HMDB0007107
LMGL02010174	HMDB0007150
LMGL02010203	HMDB0007262
LMGL02010237	HMDB0007493
LMGL02010284	HMDB0007611
LMGL02010299	HMDB0007671
LMGL02010098	HMDB0007310
LMGL03010085	HMDB05367
LMGL03010235	HMDB05424
LMGL03011319	HMDB05419
LMGL03011644	HMDB0051733
LMGL03012094	HMDB10516
LMGL03012100	HMDB0046393
LMGL03012494	HMDB0054825
LMGL03012339	HMDB0051642
LMGL03012664	HMDB0103646
LMGL03012857	HMDB0045584
LMGL03012919	HMDB0066031
LMGL03012634	HMDB0105396
LMGL03013737	HMDB0108383
LMGL02010091	HMDB0007167
LMGL02010145	HMDB0007173
LMGL03010263	HMDB0045871
LMGL03010399	HMDB05391
LMGL03010104	HMDB05369
LMGL03010787	HMDB05457
LMGL03010591	HMDB0046086
LMGL03011004	HMDB05415
LMGL03011036	HMDB0046709
LMGL03011338	HMDB0046686
LMGL03011636	HMDB0046749
LMGL03011639	HMDB0046537
LMGL03011409	HMDB0068620
LMGL03011777	HMDB0046391
LMGL03012675	HMDB0109737
LMGL03013105	HMDB0045601
LMGL03013183	HMDB0105588
LMGL03014274	HMDB0108692
LMGL03013847	HMDB0063434
LMGL03014289	HMDB0067861
LMGL02010101	HMDB0007169
LMGL02010121	HMDB0007228
LMGL03010019	HMDB0106356
LMGL03010042	HMDB0044889
LMGL03010858	HMDB0050388
LMGL03011258	HMDB0067809
LMGL03011478	HMDB0067224
LMGL03012159	HMDB0051497
LMGL03012209	HMDB0051633
LMGL03012722	HMDB0099463
LMGL03012813	HMDB0043169
LMGL03013067	HMDB0045593
LMGL03013108	HMDB0053875
LMGL03013224	HMDB0062886
LMGL03013587	HMDB0068461
LMGL03013677	HMDB0105863
LMGL03014453	HMDB0063875
LMGL02010127	HMDB0007117
LMGL02010079	HMDB0007308
LMGL02010193	HMDB0007233
LMGL02010244	HMDB0007579
LMGL03010589	HMDB0063375
LMGL03010230	HMDB05388
LMGL03010794	HMDB0053569
LMGL03010856	HMDB0064089
LMGL03011091	HMDB0054060
LMGL03011199	HMDB0051801
LMGL03011264	HMDB0046536
LMGL03012255	HMDB0069245
LMGL03012513	HMDB0054834
LMGL03012645	HMDB0064455
LMGL03012652	HMDB0067672
LMGL03012883	HMDB0110144
LMGL03014573	HMDB0043862
LMGL01020033	HMDB0011143
LMGL02010090	HMDB0007224
LMGL02010137	HMDB0007146
LMGL02010169	HMDB0007232
LMGL02010249	HMDB0007381
LMGL02010251	HMDB0094385
LMGL02010267	HMDB0007581
LMGL02010278	HMDB0007610
LMGL02010064	HMDB0007221
LMGL03010231	HMDB0045741
LMGL03010250	HMDB0005453
LMGL03010054	HMDB10417
LMGL03011938	HMDB0054604
LMGL03012161	HMDB0051856
LMGL03012659	HMDB0096778
LMGL03012911	HMDB0110199
LMGL03013186	HMDB0108068
LMGL03013446	HMDB0110569
LMGL03013448	HMDB0064088
LMGL03013553	HMDB0064141
LMGL03013694	HMDB0064669
LMGL03014222	HMDB0106326
LMGL02010003	HMDB0007156
LMGL03010121	HMDB05384
LMGL03010185	HMDB05380
LMGL03010199	HMDB0110620
LMGL02010291	HMDB0007668
LMGL03010100	HMDB05382
LMGL03010893	HMDB0046534
LMGL03011160	HMDB0053862
LMGL03011915	HMDB0069267
LMGL03012383	HMDB0054397
LMGL02010481	HMDB0007277
LMGL03012769	HMDB0063486
LMGL03012775	HMDB0064645
LMGL03012806	HMDB0068066
LMGL03012844	HMDB0043890
LMGL03012624	HMDB0055501
LMGL03013114	HMDB0054545
LMGL02010321	HMDB0007008
LMGL01010027	HMDB0011557
LMGL01010023	HMDB0004666
LMGL01010025	HMDB0011533
LMGL01010026	HMDB0011550
LMGL01010005	HMDB0094684
LMGL01010009	HMDB0011564
LMGL02010008	HMDB0007361
LMGL02010002	HMDB0031012
LMGL02010005	HMDB0007214
LMGL02010006	HMDB0007102
LMGL02010010	HMDB0007099
LMGL02010011	HMDB0007128
LMGL02010012	HMDB0093648
LMGL02010015	HMDB0093790
LMGL02010020	HMDB0007100
LMGL02010026	HMDB0007131
LMGL02010027	HMDB0007103
LMGL02010036	HMDB0093666
LMGL02010046	HMDB0093820
LMGL02010050	HMDB0007161
LMGL02010054	HMDB0007137
LMGL02010055	HMDB0007109
LMGL02010056	HMDB0007219
LMGL02010062	HMDB0007111
LMGL02010069	HMDB0007140
LMGL02010071	HMDB0007250
LMGL02010082	HMDB0007166
LMGL02010089	HMDB0007252
LMGL02010100	HMDB0007225
LMGL02010104	HMDB0093844
LMGL02010106	HMDB0007116
LMGL02010108	HMDB0007311
LMGL02010109	HMDB0007254
LMGL02010130	HMDB0007314
LMGL02010131	HMDB0007257
LMGL02010132	HMDB0007230
LMGL02010152	HMDB0007372
LMGL02010179	HMDB0007318
LMGL02010191	HMDB0007319
LMGL02010205	HMDB0007178
LMGL02010214	HMDB0007263
LMGL02010215	HMDB0007236
LMGL02010219	HMDB0007434
LMGL02010223	HMDB0007321
LMGL02010224	HMDB0007265
LMGL02010225	HMDB0007237
LMGL02010252	HMDB0007580
LMGL02010257	HMDB0007382
LMGL02010270	HMDB0007440
LMGL02010274	HMDB0007582
LMGL02010280	HMDB0007584
LMGL02010294	HMDB0007614
LMGL02010297	HMDB0007643
LMGL02010302	HMDB0007672
LMGL02010304	HMDB0007701
LMGL02010307	HMDB0007101
LMGL02010323	HMDB0093027
LMGL02010328	HMDB0007278
LMGL02010329	HMDB0007338
LMGL02010331	HMDB0093067
LMGL02010335	HMDB0093087
LMGL02010339	HMDB0093095
LMGL02010340	HMDB0093103
LMGL02010346	HMDB0093111
LMGL02010347	HMDB0093123
LMGL02010354	HMDB0093211
LMGL02010356	HMDB0093223
LMGL02010363	HMDB0093253
LMGL02010364	HMDB0093265
LMGL02010370	HMDB0093277
LMGL02010371	HMDB0093295
LMGL02010378	HMDB0007011
LMGL02010379	HMDB0007012
LMGL02010380	HMDB0093369
LMGL02010383	HMDB0007013
LMGL02010384	HMDB0007015
LMGL02010385	HMDB0007016
LMGL02010386	HMDB0007018
LMGL02010387	HMDB0093387
LMGL02010388	HMDB0007020
LMGL02010390	HMDB0007022
LMGL02010391	HMDB0007024
LMGL02010393	HMDB0007027
LMGL02010394	HMDB0093401
LMGL02010395	HMDB0007028
LMGL02010397	HMDB0007030
LMGL02010399	HMDB0007031
LMGL02010400	HMDB0007033
LMGL02010401	HMDB0007034
LMGL02010402	HMDB0007040
LMGL02010407	HMDB0007042
LMGL02010408	HMDB0007044
LMGL02010409	HMDB0007045
LMGL02010410	HMDB0007047
LMGL02010412	HMDB0007049
LMGL02010413	HMDB0007050
LMGL02010414	HMDB0007051
LMGL02010415	HMDB0007053
LMGL02010416	HMDB0007054
LMGL02010417	HMDB0007056
LMGL02010419	HMDB0007057
LMGL02010421	HMDB0007059
LMGL02010424	HMDB0007062
LMGL02010425	HMDB0007063
LMGL02010426	HMDB0007069
LMGL02010427	HMDB0007070
LMGL02010428	HMDB0093506
LMGL02010431	HMDB0007071
LMGL02010432	HMDB0007073
LMGL02010434	HMDB0007076
LMGL02010435	HMDB0093534
LMGL02010436	HMDB0007078
LMGL02010437	HMDB0007079
LMGL02010438	HMDB0007080
LMGL02010439	HMDB0007082
LMGL02010440	HMDB0007083
LMGL02010441	HMDB0007085
LMGL02010442	HMDB0093556
LMGL02010443	HMDB0007086
LMGL02010484	HMDB0007281
LMGL02010485	HMDB0007282
LMGL02010488	HMDB0007286
LMGL02010489	HMDB0007288
LMGL02010491	HMDB0007289
LMGL02010498	HMDB0007330
LMGL02010504	HMDB0007334
LMGL02010510	HMDB0007341
LMGL02010513	HMDB0007346
LMGL02010521	HMDB0007353
LMGL03010003	HMDB0005414
LMGL03010004	HMDB0108576
LMGL03010006	HMDB05360
LMGL03010053	HMDB05379
LMGL03010066	HMDB0110309
LMGL03010134	HMDB05434
LMGL03010142	HMDB05440
LMGL03010220	HMDB05397
LMGL03010249	HMDB0068367
LMGL03010267	HMDB05389
LMGL03010283	HMDB0066879
LMGL03010288	HMDB05455
LMGL03010296	HMDB0110629
LMGL03010297	HMDB0063773
LMGL03010298	HMDB0046079
LMGL03010303	HMDB05445
LMGL03010315	HMDB05370
LMGL03010323	HMDB0067834
LMGL03010324	HMDB0046459
LMGL03010327	HMDB05461
LMGL03010335	HMDB0063749
LMGL03010340	HMDB0063602
LMGL03010355	HMDB05385
LMGL03010356	HMDB05426
LMGL03010364	HMDB0066368
LMGL03010371	HMDB0005474
LMGL03010378	HMDB0045585
LMGL03010379	HMDB0063413
LMGL03010382	HMDB05402
LMGL03010383	HMDB05372
LMGL03010388	HMDB05396
LMGL03010479	HMDB05442
LMGL03015024	HMDB0067816
LMGL03010944	HMDB05451
LMGL03010976	HMDB10466
LMGL03011080	HMDB0053491
LMGL03011189	HMDB0046361
LMGL03011191	HMDB0046849
LMGL03011393	HMDB0010531
LMGL03011544	HMDB10496
LMGL03011546	HMDB05420
LMGL03011563	HMDB0046724
LMGL03011612	HMDB10511
LMGL03015271	HMDB0068477
LMGL03011695	HMDB10512
LMGL03011706	HMDB0046386
LMGL03011806	HMDB0054524
LMGL03011919	HMDB0051631
LMGL03011949	HMDB0054813
LMGL03011982	HMDB0046744
LMGL03011987	HMDB0051735
LMGL03012023	HMDB10515
LMGL03012106	HMDB0051855
LMGL03012157	HMDB0046927
LMGL03012448	HMDB0054762
LMGL03012669	HMDB0108000
LMGL03012683	HMDB0065598
LMGL03012611	HMDB10562
LMGL03012616	HMDB0042061
LMGL03012643	HMDB0109669
LMGL03012666	HMDB0105473
LMGL03012708	HMDB0064361
LMGL03012714	HMDB0065436
LMGL03012805	HMDB0065589
LMGL03012891	HMDB0064818
LMGL03012892	HMDB0068749
LMGL03013050	HMDB0050609
LMGL03013112	HMDB0046400
LMGL03013222	HMDB0109969
LMGL03013911	HMDB0110580
LMGL03013919	HMDB0067499
LMGL03014018	HMDB0063499
LMGL03014025	HMDB0067820
LMGL03014051	HMDB0066469
LMGL03014052	HMDB0067804
LMGL03014239	HMDB0064987
LMGL03014586	HMDB0045506
LMGL03014631	HMDB0044726
LMGL03014639	HMDB0045532
LMGL03014646	HMDB0046308
LMGL03014754	HMDB0045558
LMGL03014656	HMDB0044888
LMGL03014664	HMDB0045688
LMGL03014671	HMDB0046458
LMGL03014761	HMDB0046333
LMGL03014774	HMDB0045740
LMGL03014781	HMDB0046508
LMGL03014793	HMDB0045870
LMGL03014800	HMDB0046633
LMGL03014811	HMDB0045896
LMGL03014818	HMDB0046658
LMGL03014828	HMDB0046078
LMGL03014835	HMDB0046833
LMGL03015006	HMDB0106343
LMGL03014844	HMDB0046104
LMGL03014851	HMDB0046858
LMGL03015066	HMDB0063776
LMGL03014893	HMDB0046358
LMGL03015009	HMDB0108567
LMGL03014905	HMDB0046533
LMGL03015058	HMDB0108709
LMGL03015064	HMDB0110444
LMGL03015072	HMDB0066733
LMGL03015073	HMDB0068501
LMGL03015130	HMDB0110600
LMGL03015138	HMDB0066803
LMGL03015139	HMDB0068595
LMGL03015237	HMDB0063273
LMGL03015243	HMDB0066828
LMGL03015244	HMDB0068129
LMGL03015270	HMDB0066975
LMGL03015328	HMDB0069055
LMGL03015830	HMDB0045897
LMGL03015837	HMDB0046659
LMGL03015849	HMDB0046105
LMGL03015856	HMDB0046859
LMGL03016225	HMDB0045899
LMGL03016232	HMDB0046661
LMGL03016292	HMDB0045904
LMGL03016299	HMDB0046666
LMGL03016311	HMDB0046112
LMGL03016312	HMDB0050760
LMGL03016318	HMDB0046866
LMGL03016358	HMDB0046087
LMGL03016359	HMDB0050742
LMGL03016365	HMDB0046842
LMGL03016374	HMDB0046113
LMGL03016375	HMDB0050761
LMGL03016381	HMDB0046867
LMGL03016417	HMDB0050381
LMGL03016423	HMDB0046367
LMGL03016435	HMDB0046542
