LipidMaps	HMDB
LMGP02010707	HMDB0009140
LMGP02010712	HMDB0009151
LMGP02010716	HMDB0009155
LMGP02010720	HMDB0009156
LMGP02010721	HMDB0009159
LMGP02050042	HMDB0011478
LMGP02010722	HMDB0009160
LMGP02010723	HMDB0009162
LMGP02010726	HMDB0009163
LMGP02010727	HMDB0009164
LMGP02010728	HMDB0009165
LMGP02010729	HMDB0009167
LMGP02010730	HMDB0009168
LMGP02010731	HMDB0009170
LMGP02010733	HMDB0009171
LMGP02010735	HMDB0009173
LMGP02010737	HMDB0009177
LMGP02010740	HMDB0009184
LMGP02010741	HMDB0009185
LMGP02010742	HMDB0009186
LMGP02010745	HMDB0009188
LMGP02010750	HMDB0009191
LMGP02010751	HMDB0009192
LMGP02010753	HMDB0009194
LMGP02010758	HMDB0009197
LMGP02010759	HMDB0009198
LMGP02010760	HMDB0009200
LMGP02010761	HMDB0009201
LMGP02010762	HMDB0009203
LMGP02010764	HMDB0009204
LMGP02050050	HMDB0011486
LMGP02010766	HMDB0009206
LMGP02010767	HMDB0009207
LMGP02010768	HMDB0009210
LMGP02010852	HMDB0009255
LMGP02010870	HMDB0009276
LMGP02010936	HMDB0009383
LMGP02010945	HMDB0009390
LMGP02010947	HMDB0009392
LMGP02010948	HMDB0009393
LMGP02011101	HMDB0009573
LMGP02011126	HMDB0009598
LMGP02011177	HMDB0009234
LMGP02011191	HMDB0009111
LMGP02011245	HMDB0008831
LMGP02011272	HMDB0009605
LMGP02020018	HMDB0011157
LMGP02030049	HMDB0011379
LMGP02050069	HMDB0011524
LMGP02050070	HMDB0011525
LMGP03010043	HMDB0012362
LMGP03010132	HMDB0112313
LMGP03010155	HMDB0112333
LMGP03010360	HMDB0112434
LMGP03010388	HMDB0112457
LMGP03010389	HMDB0112458
LMGP03010390	HMDB0112459
LMGP03010438	HMDB0112493
LMGP03010447	HMDB0112500
LMGP03010455	HMDB0112509
LMGP03010526	HMDB0112533
LMGP03010527	HMDB0112534
LMGP03010550	HMDB0112556
LMGP03010557	HMDB0112564
LMGP03010581	HMDB0112583
LMGP03010605	HMDB0112624
LMGP03010618	HMDB0112632
LMGP03010632	HMDB0012435
LMGP03010644	HMDB0112646
LMGP03010647	HMDB0112649
LMGP03010655	HMDB0112683
LMGP03010675	HMDB0112700
LMGP03010832	HMDB0112867
LMGP03010902	HMDB0112348
LMGP03010920	HMDB0012340
LMGP03010978	HMDB0012439
LMGP04010040	HMDB0010614
LMGP04010339	HMDB0010641
LMGP04010365	HMDB0010656
LMGP04010395	HMDB0010671
LMGP04010407	HMDB0010677
LMGP04010416	HMDB0010684
LMGP04010423	HMDB0010686
LMGP04010424	HMDB0010689
LMGP04010541	HMDB0116576
LMGP04010571	HMDB0116577
LMGP04010602	HMDB0116581
LMGP04010626	HMDB0116608
LMGP04010630	HMDB0116607
LMGP04010631	HMDB0116610
LMGP04010639	HMDB0116585
LMGP04010640	HMDB0116586
LMGP04010641	HMDB0116588
LMGP04010902	HMDB0010589
LMGP04010823	HMDB0116631
LMGP04010827	HMDB0116630
LMGP04010828	HMDB0116633
LMGP04010829	HMDB0116600
LMGP04010837	HMDB0116601
LMGP04010838	HMDB0116603
LMGP04010839	HMDB0116742
LMGP04010846	HMDB0116629
LMGP04010859	HMDB0116606
LMGP04010876	HMDB0010647
LMGP04010880	HMDB0010637
LMGP04010881	HMDB0010631
LMGP04010883	HMDB0010611
LMGP04010888	HMDB0010600
LMGP04010898	HMDB0010599
LMGP04010899	HMDB0010595
LMGP04010901	HMDB0010590
LMGP04010904	HMDB0010579
LMGP04010906	HMDB0010576
LMGP04010955	HMDB0010675
LMGP04010961	HMDB0010632
LMGP04010962	HMDB0010630
LMGP04010973	HMDB0010577
LMGP04010967	HMDB0010586
LMGP04010982	HMDB0010605
LMGP04010986	HMDB0010570
LMGP05010001	HMDB0013476
LMGP06010010	HMDB0009815
LMGP06010012	HMDB0009821
LMGP06010165	HMDB0009786
LMGP06010168	HMDB0009791
LMGP06010175	HMDB0009797
LMGP06010179	HMDB0009799
LMGP06010298	HMDB0009839
LMGP06010303	HMDB0009843
LMGP06010318	HMDB0009849
LMGP06010325	HMDB0009852
LMGP06010326	HMDB0009853
LMGP06010327	HMDB0009855
LMGP06010345	HMDB0009858
LMGP06010346	HMDB0009860
LMGP06010375	HMDB0009862
LMGP06010508	HMDB0009871
LMGP06010509	HMDB0009872
LMGP06010518	HMDB0009873
LMGP06010532	HMDB0009875
LMGP06010537	HMDB0009876
LMGP06010539	HMDB0009877
LMGP06010563	HMDB0009886
LMGP06010569	HMDB0009889
LMGP06010598	HMDB0009894
LMGP06010599	HMDB0009896
LMGP06010606	HMDB0009897
LMGP06010607	HMDB0009898
LMGP06010731	HMDB0009905
LMGP10010148	HMDB0114819
LMGP06010738	HMDB0009906
LMGP06010762	HMDB0009914
LMGP06010767	HMDB0009915
LMGP06010796	HMDB0009920
LMGP06010828	HMDB0009893
LMGP06010831	HMDB0009869
LMGP06010833	HMDB0009866
LMGP06010843	HMDB0009864
LMGP06010846	HMDB0009847
LMGP06010847	HMDB0009846
LMGP06010849	HMDB0009844
LMGP06010850	HMDB0009840
LMGP06010853	HMDB0009818
LMGP06010855	HMDB0009814
LMGP06010857	HMDB0009806
LMGP06010858	HMDB0009805
LMGP06010873	HMDB0009801
LMGP06010875	HMDB0009788
LMGP06010878	HMDB0009781
LMGP06010922	HMDB0009867
LMGP06010929	HMDB0009841
LMGP06010931	HMDB0009838
LMGP06010933	HMDB0009834
LMGP06010934	HMDB0009812
LMGP06010939	HMDB0009794
LMGP06010942	HMDB0009785
LMGP06010956	HMDB0009809
LMGP06010958	HMDB0009789
LMGP06010959	HMDB0009784
LMGP10010024	HMDB0114884
LMGP10010038	HMDB0114849
LMGP10010039	HMDB0114893
LMGP10010040	HMDB0114943
LMGP10010041	HMDB0115425
LMGP10010043	HMDB0115266
LMGP10010097	HMDB0114780
LMGP10010101	HMDB0115504
LMGP10010102	HMDB0115505
LMGP10010105	HMDB0116699
LMGP10010109	HMDB0114795
LMGP10010119	HMDB0114796
LMGP10010120	HMDB0114797
LMGP10010121	HMDB0114798
LMGP10010122	HMDB0114799
LMGP10010127	HMDB0115506
LMGP10010128	HMDB0115507
LMGP10010129	HMDB0114801
LMGP10010130	HMDB0114803
LMGP10010134	HMDB0114805
LMGP10010135	HMDB0114806
LMGP10010136	HMDB0114809
LMGP10010138	HMDB0114812
LMGP10010139	HMDB0114813
LMGP10010144	HMDB0114816
LMGP10010146	HMDB0114818
LMGP10010151	HMDB0115509
LMGP10010153	HMDB0114823
LMGP10010157	HMDB0114827
LMGP10010158	HMDB0114830
LMGP10010191	HMDB0114834
LMGP10010195	HMDB0115510
LMGP10010198	HMDB0114845
LMGP10010202	HMDB0114853
LMGP10010203	HMDB0114854
LMGP10010205	HMDB0114855
LMGP10010210	HMDB0114857
LMGP10010211	HMDB0114858
LMGP10010216	HMDB0115512
LMGP10010218	HMDB0114863
LMGP10010220	HMDB0114864
LMGP10010222	HMDB0114866
LMGP10010223	HMDB0114867
LMGP10010307	HMDB0114874
LMGP10010313	HMDB0114878
LMGP10010314	HMDB0114879
LMGP10010319	HMDB0114889
LMGP10010323	HMDB0114923
LMGP10010328	HMDB0114928
LMGP10010329	HMDB0114930
LMGP10010380	HMDB0114984
LMGP10010554	HMDB0115112
LMGP10010594	HMDB0115565
LMGP10010603	HMDB0115571
LMGP10010628	HMDB0115149
LMGP10010633	HMDB0115155
LMGP10010644	HMDB0115164
LMGP10010645	HMDB0115165
LMGP10010650	HMDB0115199
LMGP10010768	HMDB0115304
LMGP10010801	HMDB0116707
LMGP10010809	HMDB0115337
LMGP10010810	HMDB0115339
LMGP13010003	HMDB0006968
LMGP02030013	HMDB0011158
LMGP02030014	HMDB0011339
LMGP02030018	HMDB0011340
LMGP02030095	HMDB0011342
LMGP01030144	HMDB0011305
LMGP02030041	HMDB0011372
LMGP02030094	HMDB0011343
LMGP02030004	HMDB0011375
LMGP02030046	HMDB0011376
LMGP02030027	HMDB0011351
LMGP02030047	HMDB0011377
LMGP02030093	HMDB0011352
LMGP02030028	HMDB0011354
LMGP02030032	HMDB0011357
LMGP02030054	HMDB0011382
LMGP02030056	HMDB0011387
LMGP02030061	HMDB0011391
LMGP02030053	HMDB0011381
LMGP01030025	HMDB0011206
LMGP01030026	HMDB0011207
LMGP01030006	HMDB0011210
LMGP01030128	HMDB0011209
LMGP01030008	HMDB0011211
LMGP01030013	HMDB0011243
LMGP01030130	HMDB0011242
LMGP01030010	HMDB0011220
LMGP01030067	HMDB0011252
LMGP01020261	HMDB0013424
LMGP01020039	HMDB0011151
LMGP01020203	HMDB0013418
LMGP01020264	HMDB0013429
LMGP01020102	HMDB0013420
LMGP03010984	HMDB0116782
LMGP01010006	HMDB0008036
LMGP03010863	HMDB0112523
LMGP01012063	HMDB0008612
LMGP01012163	HMDB0008103
LMGP01011110	HMDB0008578
LMGP03010029	HMDB0000614
LMGP02010338	HMDB0010565
LMGP04010409	HMDB0010681
LMGP03010380	HMDB0116753
LMGP01011119	HMDB0008748
LMGP01011856	HMDB0008342
LMGP04010977	HMDB0116605
LMGP04010858	HMDB0116589
LMGP03010919	HMDB0012342
LMGP03010860	HMDB0112552
LMGP03010579	HMDB0112580
LMGP01010841	HMDB0008070
LMGP01011099	HMDB0008545
LMGP01011163	HMDB0008816
LMGP01011038	HMDB0008308
LMGP03010036	HMDB0012378
LMGP04010611	HMDB0116583
LMGP01012148	HMDB0008071
LMGP01010937	HMDB0008138
LMGP03010028	HMDB0012330
LMGP04010956	HMDB0010650
LMGP03010409	HMDB0112469
LMGP06010547	HMDB0009878
LMGP03010381	HMDB0112452
LMGP04010980	HMDB0010682
LMGP06010008	HMDB0009808
LMGP03010985	HMDB0012450
LMGP06010938	HMDB0009798
LMGP03010023	HMDB0012402
LMGP03010816	HMDB0112810
LMGP06010579	HMDB0009892
LMGP03010964	HMDB0012366
LMGP01012095	HMDB0008646
LMGP03010030	HMDB0012390
LMGP04010985	HMDB0010634
LMGP03010441	HMDB0112496
LMGP03010943	HMDB0112727
LMGP03010671	HMDB0112697
LMGP02010326	HMDB0010564
LMGP01011655	HMDB0008173
LMGP01010684	HMDB0008002
LMGP06010007	HMDB0009778
LMGP01011949	HMDB0008511
LMGP03010858	HMDB0012438
LMGP04010380	HMDB0010666
LMGP04010381	HMDB0010667
LMGP01011654	HMDB0008172
LMGP01011684	HMDB0008205
LMGP01011716	HMDB0008240
LMGP01011888	HMDB0008409
LMGP03010611	HMDB0012426
LMGP06010927	HMDB0009850
LMGP01011052	HMDB0008443
LMSP0501AC00	HMDB10708
LMSP03010000	HMDB01348
LMSP07000001	HMDB00648
LMSP0501AA00	HMDB00140
LMSP01050001	HMDB0000277
LMSP03010028	HMDB0012097
LMSP03010009	HMDB0013461
LMSP03010029	HMDB0012101
LMSP02050002	HMDB0010700
LMSP03010023	HMDB0012095
LMSP03010031	HMDB0012089
LMSP03010020	HMDB0012087
LMSP02020052	HMDB0011767
LMSP02010002	HMDB0004947
LMSP02010012	HMDB0004956
LMSP06020009	HMDB0012316
LMSP06020002	HMDB0012313
LMSP02050008	HMDB0010704
LMSP01030001	HMDB0004610
LMSP06020001	HMDB0012314
LMSP02020012	HMDB0011768
LMSP03010006	HMDB0012103
LMSP03010001	HMDB0062559
LMSP02050001	HMDB0010699
LMSP03010003	HMDB0061712
LMSP02010008	HMDB0004952
LMSP02020001	HMDB0011760
LMSP03010030	HMDB0012085
LMSP0501AB00	HMDB04866
LMSP06020000	HMDB00024
LMSP03010005	HMDB0012102
LMSP03010021	HMDB0012090
LMSP02010000	HMDB04947
LMSP06020015	HMDB0012318
LMSP02010004	HMDB0004949
LMSP02010003	HMDB0004948
LMSP0509AA00	HMDB04832
LMSP02050006	HMDB0010703
LMSP06020010	HMDB0012315
LMSP03010004	HMDB0062665
LMSP03010002	HMDB0012096
LMSP01010001	HMDB00252
LMSP02010013	HMDB0004957
LMSP02010011	HMDB0004955
LMSP02010009	HMDB0004953
LMSP02020015	HMDB0011763
LMSP03010007	HMDB0012107
LMSP0501AA09	HMDB0004978
LMSP0506AQ00	HMDB06598
LMSP03010022	HMDB0012091
LMSP02010021	HMDB0000950
LMSP02050003	HMDB0010698
LMSP02020000	HMDB06752
LMSP01050002	HMDB0001383
LMSP01020001	HMDB0000269
LMSP01020002	HMDB0001480
LMSP02010001	HMDB0011773
LMSP02050007	HMDB0010705
LMSP03010024	HMDB0012094
LMSP02050004	HMDB0010701
LMSP03010072	HMDB0012104
LMSP03010078	HMDB0012105
LMSP02010010	HMDB04954
LMSP02020010	HMDB0011765
LMSP02020016	HMDB0011759
LMSP01070001	HMDB0013645
LMSP02010006	HMDB0004950
LMSP02020013	HMDB0011772
LMSP02020011	HMDB0011769
LMSP02020014	HMDB0011771
LMSP02050005	HMDB0010702
LMSP02050010	HMDB10706
LMSP01050005	HMDB0060061
LMSP02010007	HMDB0004951
LMSP02020008	HMDB0011761
LMSP02030001	HMDB10697
LMSP03010096	HMDB0012093
LMSP02020051	HMDB0011770
LMSP01060002	HMDB0012082
LMSP02020009	HMDB0011764
LMST01160015	HMDB0033976
LMST01160010	HMDB0034059
LMST05020004	HMDB06888
LMST01010005	HMDB00501
LMST02030130	HMDB01449
LMST05020023	HMDB06278
LMST04010058	HMDB0000414
LMST01010242	HMDB0002027
LMST03010051	HMDB0006227
LMST01010146	HMDB06247
LMST01010090	HMDB02719
LMST01010008	HMDB06119
LMST01010144	HMDB04035
LMST04010041	HMDB0000411
LMST01040265	HMDB0039822
LMST04010067	HMDB0000415
LMST04010065	HMDB0000364
LMST01160012	HMDB0034333
LMST01160011	HMDB0034393
LMST01160021	HMDB0034191
LMST01040258	HMDB0030022
LMST01020002	HMDB06738
LMST01040240	HMDB0030014
LMST02030139	HMDB00314
LMST05020043	HMDB0013230
LMST05010067	HMDB0010357
LMST01010392	HMDB35719
LMST01010391	HMDB34931
LMST01010393	HMDB33022
LMST01040242	HMDB0033829
LMST02020017	HMDB0006048
LMST02020068	HMDB03956
LMST02020010	HMDB04627
LMST04010085	HMDB0000312
LMST05040020	HMDB0002486
LMST05010023	HMDB02472
LMST05020030	HMDB0002498
LMST05030011	HMDB02644
LMST05030012	HMDB0002409
LMST05010018	HMDB0010358
LMST05010048	HMDB02579
LMST05020041	HMDB0041620
LMST02020066	HMDB0006773
LMST04010088	HMDB0000917
LMST02020025	HMDB0015316
LMST01160013	HMDB0034200
LMST05050028	HMDB0010317
LMST05010036	HMDB10359
LMST05040013	HMDB0000896
LMST05010004	HMDB10339
LMST01010216	HMDB06891
LMST01010219	HMDB06896
LMST01010221	HMDB02159
LMST02030185	HMDB0001471
LMST02020077	HMDB0000551
LMST05010028	HMDB02430
LMST05010008	HMDB0006766
LMST05010020	HMDB0010361
LMST05010040	HMDB10315
LMST05010042	HMDB10355
LMST04010026	HMDB0000664
LMST04030230	HMDB0062224
LMST04010033	HMDB0000946
LMST04030033	HMDB0001968
LMST02020071	HMDB0006771
LMST01020017	HMDB06737
LMST02030141	HMDB0006762
LMST02030199	HMDB0006755
LMST01010234	HMDB0062392
LMST02030201	HMDB0006002
LMST05010032	HMDB10338
LMST01010277	HMDB0062381
LMST05040016	HMDB00922
LMST02030087	HMDB0000016
LMST02030195	HMDB04030
LMST04010092	HMDB00505
LMST01010057	HMDB0062328
LMST01010152	HMDB0062385
LMST02030192	HMDB0004029
LMST01010232	HMDB0062390
LMST02020094	HMDB0006046
LMST01010223	HMDB0062379
LMST01010059	HMDB0002394
LMST04010039	HMDB00946
LMST04010090	HMDB0000395
LMST04010093	HMDB00505
LMST04010121	HMDB0000367
LMST04030039	HMDB00556
LMST01010069	HMDB0000032
LMST02020052	HMDB0000554
LMST01030135	HMDB0006848
LMST02010028	HMDB05896
LMST02030103	HMDB0014825
LMST02030194	HMDB0000332
LMST01040241	HMDB0035505
LMST04010080	HMDB00527
LMST04010034	HMDB0000361
LMST02010004	HMDB0000145
LMST03020123	HMDB0000969
LMST02020007	HMDB0000053
LMST01040145	HMDB0002374
LMST02020067	HMDB0003955
LMST02030140	HMDB00353
LMST04030168	HMDB0060136
LMST01140002	HMDB0034081
LMST02030167	HMDB0004026
LMST02030179	HMDB0014998
LMST01010205	HMDB0011182
LMST01010245	HMDB03822
LMST02010052	HMDB0000344
LMST01010227	HMDB0062384
LMST02020103	HMDB0005962
LMST05020031	HMDB02581
LMST01010224	HMDB0062380
LMST05010045	HMDB0010348
LMST01010149	HMDB0001023
LMST02030223	HMDB11651
LMST01040239	HMDB0030013
LMST01010017	HMDB0001251
LMST03020001	HMDB0000876
LMST04030232	HMDB0060304
LMST02030001	HMDB0000063
LMST01030115	HMDB06847
LMST01010096	HMDB0006841
LMST02030088	HMDB0000253
LMST02020057	HMDB0062780
LMST03020686	HMDB0006228
LMST01010197	HMDB0062394
LMST04030164	HMDB0003533
LMST05020033	HMDB02642
LMST02030204	HMDB0003259
LMST05010012	HMDB0003193
LMST02030132	HMDB0000879
LMST05020022	HMDB0062611
LMST04010443	HMDB0000502
LMST05020003	HMDB0002580
LMST01010389	HMDB36438
LMST04030123	HMDB0001993
LMST01010121	HMDB0003896
LMST01010217	HMDB06889
LMST03030005	HMDB06721
LMST01010243	HMDB0000941
LMST05010062	HMDB0010345
LMST04010003	HMDB0000761
LMST04030112	HMDB06892
LMST04030035	HMDB0001457
LMST02020059	HMDB0000490
LMST02030173	HMDB0001455
LMST02030176	HMDB0001939
LMST02030186	HMDB0001547
LMST01010213	HMDB0002126
LMST02020100	HMDB06013
LMST05030004	HMDB02639
LMST04010036	HMDB00514
LMST04030014	HMDB0001231
LMST01030096	HMDB02869
LMST01030099	HMDB06849
LMST01040122	HMDB0000649
LMST01040129	HMDB0000852
LMST01010086	HMDB0004035
LMST02030125	HMDB0015500
LMST02030143	HMDB00949
LMST05020016	HMDB0000653
LMST01080007	HMDB0030024
LMST01010212	HMDB0001028
LMST04010016	HMDB0002431
LMST04010040	HMDB0000626
LMST04010239	HMDB0062744
LMST01030103	HMDB00534
LMST01010088	HMDB0002103
LMST03020292	HMDB0062686
LMST01030122	HMDB12196
LMST04030170	HMDB0062401
LMST01010233	HMDB0062391
LMST01010240	HMDB0000513
LMST01010208	HMDB0011606
LMST01010394	HMDB40508
LMST01010066	HMDB0006271
LMST05010009	HMDB0006765
LMST05010011	HMDB0004483
LMST02030163	HMDB0000995
LMST02030188	HMDB0006757
LMST05020027	HMDB0000659
LMST01040251	HMDB0033949
LMST04010044	HMDB00478
LMST04010050	HMDB0002488
LMST04010120	HMDB0000399
LMST04030098	HMDB00655
LMST04030135	HMDB06886
LMST01010239	HMDB0062414
LMST02020097	HMDB0000540
LMST05010055	HMDB0010351
LMST05020026	HMDB02522
LMST01010018	HMDB06247
LMST01010077	HMDB0000908
LMST03020246	HMDB0003550
LMST02010006	HMDB0000347
LMST05030005	HMDB0002496
LMST02030193	HMDB0000418
LMST02030198	HMDB02156
LMST01010226	HMDB0062389
LMST05010047	HMDB10356
LMST05020024	HMDB0002586
LMST05020020	HMDB0062779
LMST05020014	HMDB0060382
LMST04030234	HMDB12456
LMST02010043	HMDB0001425
LMST04010123	HMDB0000377
LMST01030100	HMDB0006846
LMST05010017	HMDB10335
LMST05010024	HMDB0010337
LMST04030171	HMDB0062399
LMST01010174	HMDB0000871
LMST02010044	HMDB0002725
LMST01010098	HMDB0001569
LMST03020223	HMDB0006560
LMST04030037	HMDB0000524
LMST02010037	HMDB0015579
LMST02030091	HMDB0000319
LMST01010124	HMDB01242
LMST01010231	HMDB12169
LMST03010072	HMDB10344
LMST01010238	HMDB00558
LMST05010046	HMDB02596
LMST02020001	HMDB0000031
LMST04010245	HMDB00385
LMST04010098	HMDB0000427
LMST04010114	HMDB0000307
LMST04010042	HMDB0000438
LMST02020058	HMDB0003769
LMST02030119	HMDB0014511
LMST05010007	HMDB10322
LMST03020655	HMDB06721
LMST01010209	HMDB0030180
LMST02030189	HMDB11651
LMST02030190	HMDB11652
LMST04070028	HMDB00541
LMST04030163	HMDB0015046
LMST05040001	HMDB0000036
LMST01010013	HMDB01496
LMST04030023	HMDB0062417
LMST03020258	HMDB0001903
LMST01030123	HMDB12116
LMST05010019	HMDB0010333
LMST04010094	HMDB0000376
LMST04010155	HMDB0000328
LMST04010126	HMDB0000340
LMST02020064	HMDB0000352
LMST02020051	HMDB0000234
LMST02030177	HMDB0014495
LMST02020104	HMDB0000546
LMST01080019	HMDB0030047
LMST04030020	HMDB12455
LMST02020005	HMDB0003818
LMST01010093	HMDB00067
LMST04030113	HMDB06886
LMST04010051	HMDB0002451
LMST04010241	HMDB0000447
LMST04030066	HMDB0000359
LMST03010056	HMDB0015203
LMST05010026	HMDB0010349
LMST02010050	HMDB0004590
LMST01010228	HMDB0062386
LMST02020102	HMDB03956
LMST01010390	HMDB36440
LMST04010235	HMDB0000476
LMST04010184	HMDB0000391
LMST05020010	HMDB0001032
LMST02020065	HMDB0006774
LMST02030100	HMDB00268
LMST02020085	HMDB0000899
LMST05020021	HMDB0000416
LMST05010039	HMDB10339
LMST01160019	HMDB0034415
LMST05020044	HMDB0013232
LMST04030233	HMDB0060307
LMST01010016	HMDB0002719
LMST04010043	HMDB0002585
LMST02020029	HMDB0015655
LMST02020091	HMDB00309
LMST01010235	HMDB12173
LMST05020001	HMDB0002759
LMST01010019	HMDB0001419
LMST01040123	HMDB0000937
LMST01010052	HMDB0003990
LMST05040003	HMDB00722
LMST02030161	HMDB0000374
LMST02030170	HMDB0003759
LMST02010047	HMDB0000406
LMST02010046	HMDB0000313
LMST01010211	HMDB0006283
LMST02020090	HMDB00324
LMST02020093	HMDB00383
LMST01010222	HMDB0062378
LMST01010230	HMDB0062388
LMST05010049	HMDB10318
LMST01010388	HMDB0062383
LMST01010002	HMDB06247
LMST01020030	HMDB00918
LMST04030016	HMDB0002180
LMST02010003	HMDB0000153
LMST02020069	HMDB0006770
LMST05020005	HMDB04448
LMST05010014	HMDB0004484
LMST02030180	HMDB0014773
LMST03020689	HMDB06720
LMST01160018	HMDB0003218
LMST05010044	HMDB0002577
LMST04010456	HMDB0060236
LMST03010001	HMDB0000900
LMST04010028	HMDB00733
LMST03020222	HMDB06500
LMST02020042	HMDB0002961
LMST02020075	HMDB0005814
LMST02030104	HMDB0014449
LMST05040009	HMDB02429
LMST02030175	HMDB0062782
LMST02030183	HMDB0011653
LMST01010220	HMDB06895
LMST01010225	HMDB06840
LMST04010001	HMDB0000505
LMST04010089	HMDB0000390
LMST04010117	HMDB0000311
LMST04010032	HMDB0000518
LMST04010035	HMDB0000686
LMST01010049	HMDB00501
LMST01030127	HMDB0033984
LMST05010010	HMDB04482
LMST01010229	HMDB0062387
LMST01010237	HMDB0000981
LMST02010053	HMDB00530
LMST04010063	HMDB00371
LMST01010001	HMDB0000067
LMST04030142	HMDB0062712
LMST01030098	HMDB11181
LMST01150007	HMDB0003236
LMST02010038	HMDB0015327
LMST02030142	HMDB0000449
LMST04030169	HMDB0062419
LMST02030200	HMDB0000526
LMST02020105	HMDB0005849
LMST05030001	HMDB00138
LMST04010059	HMDB0000404
LMST04010096	HMDB0000432
LMST04010086	HMDB0000419
LMST01030097	HMDB0002869
LMST02030089	HMDB0000363
LMST01010247	HMDB0006505
LMST02020086	HMDB0002984
LMST04030177	HMDB02208
LMST01031020	HMDB0006928
LMST01010246	HMDB02163
LMST01010218	HMDB02178
LMST05030014	HMDB0005972
LMST02020107	HMDB0006036
LMST01040249	HMDB0033934
LMST04030231	HMDB0060305
LMST04010011	HMDB0002492
LMST01030093	HMDB00878
LMST01010087	HMDB0006839
LMST02030086	HMDB0000015
LMST01100002	HMDB0035969
LMST02010036	HMDB0001926
LMST02030026	HMDB00037
LMST01020005	HMDB0000885
LMST02030153	HMDB0003069
LMST02030197	HMDB06753
LMST02020087	HMDB06031
LMST02030159	HMDB0001830
LMST01120018	HMDB0015468
LMST02030187	HMDB06754
LMST02020088	HMDB00322
LMST02010048	HMDB00372
LMST05010030	HMDB10351
LMST05010033	HMDB0010353
LMST05020025	HMDB0000545
LMST05010066	HMDB0002513
LMST04010024	HMDB00733
LMST04010168	HMDB0062742
LMST04030038	HMDB0062421
LMST04030086	HMDB00558
LMST04030109	HMDB0006893
LMST01010078	HMDB0000577
LMST02030097	HMDB0014855
LMST02030090	HMDB0002802
LMST02020002	HMDB0000234
LMST02030095	HMDB0006758
LMST05010013	HMDB0002829
LMST02030000	HMDB05943
LMST02010051	HMDB0000380
LMST02020095	HMDB0005830
LMST04010005	HMDB00761
LMST04010046	HMDB0000348
LMST02030196	HMDB0006756
LMST02020092	HMDB00388
LMST01040238	HMDB0037524
LMST04010201	HMDB0000308
LMST04030103	HMDB00655
LMST03020231	HMDB0015504
LMST02020021	HMDB0000077
LMST03010030	HMDB01438
LMST02030124	HMDB0014961
LMST01080005	HMDB0030048
LMST01031019	HMDB0006845
LMST02020096	HMDB0000458
LMST02020106	HMDB0004624
LMST05020039	HMDB0002421
LMST01040254	HMDB0034204
LMST02020053	HMDB0000493
LMST02020054	HMDB0006259
LMST04050005	HMDB0002082
LMST04030158	HMDB0062400
LMST04020029	HMDB0002157
LMST05010031	HMDB0010364
LMST01010241	HMDB00483
LMST01040155	HMDB06852
LMST05020032	HMDB0002833
LMST05010043	HMDB10330
LMST01010015	HMDB0000921
LMST02010001	HMDB0000151
LMST04030022	HMDB0062418
LMST02020023	HMDB00365
LMST02010035	HMDB0000405
LMST02020076	HMDB0015489
LMST02030120	HMDB0015459
LMST01010236	HMDB0062393
LMST02010041	HMDB0000335
LMST04030156	HMDB0062420
LMST02030172	HMDB0000315
LMST02010045	HMDB0000431
LMST05010041	HMDB0006203
LMST04010116	HMDB0000437
LMST04010161	HMDB0000503
LMST04030031	HMDB00655
LMST04030107	HMDB0060425
LMST02020070	HMDB0060089
LMST01020004	HMDB0006725
LMST01010202	HMDB0001217
LMST02020084	HMDB0015031
LMST05030010	HMDB02640
LMST03010042	HMDB06225
LMST01040154	HMDB0006851
LMST01010047	HMDB0006119
LMST02030225	HMDB11652
LMST05020038	HMDB02504
LMST02030229	HMDB0005821
LMST02030227	HMDB0003128
LMST02030228	HMDB0003180
LMST01010094	HMDB11605
LMST01010089	HMDB0001170
LMST03010040	HMDB0006225
LMST01010097	HMDB0029815
LMST01010014	HMDB0013643
LMST04010006	HMDB0000713
LMST05010021	HMDB0010360
LMST02020028	HMDB0041928
LMST03020106	HMDB0015567
LMST03020220	HMDB06719
LMST04010066	HMDB00865
LMST04010176	HMDB0000400
LMST04010064	HMDB00865
LMST04010004	HMDB0000717
LMST04010025	HMDB0000811
LMST05030009	HMDB0000698
LMST05030016	HMDB0000708
LMST05030007	HMDB0000331
LMST05040014	HMDB00889
LMST05040005	HMDB0000951
LMST05040015	HMDB00874
LMST05040012	HMDB00932
LMST03020126	HMDB06226
LMST04030081	HMDB0006281
LMST02030202	HMDB04025
LMST01020008	HMDB00610
LMST01020001	HMDB0002262
LMST01020020	HMDB06728
LMST01020027	HMDB0060057
LMST01020016	HMDB06727
LMST01020015	HMDB06731
LMST01020007	HMDB0062461
LMST01020012	HMDB0062455
LMST01020009	HMDB10370
LMST01020013	HMDB06736
LMST01020031	HMDB0062457
LMST01020010	HMDB0062459
LMST01020018	HMDB06729
LMST01020011	HMDB06732
LMST01020026	HMDB0060059
LMST01020025	HMDB0062456
LMST01020021	HMDB0062458
LMST01020003	HMDB00918
LMST01020014	HMDB06726
LMST01020023	HMDB0062454
LMST01020019	HMDB06733
LMST01020006	HMDB0000658
LMST02020008	HMDB0005935
LMST02010029	HMDB0000429
LMST02020013	HMDB0041925
LMST02020098	HMDB0000523
LMST02020099	HMDB0000550
LMST02010033	HMDB0000010
